X,Y,OBJECTID,SysSchool,GradeRange,SchoolAddress,SchoolCity,STATE,SchoolZipCode,MailAddress,MailCity,MailZipCode,PrincipalName,PrincipalEmail,SchoolPhone,SchoolFax,longitude,latitude,Year,SchoolYear,SystemID,SystemName,SchoolID,SchoolName,Type,ENROLLMENT_COUNT,ENROLL_PERCENT_ASIAN,ENROLL_PERCENT_NATIVE,ENROLL_PERCENT_BLACK,ENROLL_PERCENT_HISPANIC,ENROLL_PERCENT_MULTIRACIAL,ENROLL_PERCENT_WHITE,ENROLL_PERCENT_MIGRANT,ENROLL_PERCENT_ED,ENROLL_PERCENT_SWD,ENROLL_PERCENT_LEP,ENROLL_PCT_ESOL,ENROLL_PCT_GIFTED,direct_cert_perc,pAbsent0_5,pAbsent6_15,pAbsent16P,Churn,TeacherCount,AvgExp,pYrsLt1,pYears1_10,pYears11_20,pYears21_30,pYearsGt30,Debt,GenAdmin,Instruction,Support,Ops,Media,PServices,Capital,SchoolAdmin,Food,Transport,TotalSpend,CCRPI,ClimateStar,NTestedELA3,Begin_CntELA3,Develop_CntELA3,Prof_CntELA3,Dist_CntELA3,pBeginELA3,pDevelopELA3,pProfELA3,pDistELA3,DevPlus_CntELA3,ProfPlus_CntELA3,pDevPlusELA3,pProfPlusELA3,NTestedELA5,Begin_CntELA5,Develop_CntELA5,Prof_CntELA5,Dist_CntELA5,pBeginELA5,pDevelopELA5,pProfELA5,pDistELA5,DevPlus_CntELA5,ProfPlus_CntELA5,pDevPlusELA5,pProfPlusELA5,NTestedMath3,Begin_CntMath3,Develop_CntMath3,Prof_CntMath3,Dist_CntMath3,pBeginMath3,pDevelopMath3,pProfMath3,pDistMath3,DevPlus_CntMath3,ProfPlus_CntMath3,pDevPlusMath3,pProfPlusMath3,NTestedMath5,Begin_CntMath5,Develop_CntMath5,Prof_CntMath5,Dist_CntMath5,pBeginMath5,pDevelopMath5,pProfMath5,pDistMath5,DevPlus_CntMath5,ProfPlus_CntMath5,pDevPlusMath5,pProfPlusMath5,NTestedELA8,BeginELA8_Cnt,DevelopELA8_Cnt,ProfELA8_Cnt,DistELA8_Cnt,NTestedMath8,BeginMath8_Cnt,DevelopMath8_Cnt,ProfMath8_Cnt,DistMath8_Cnt,pBeginELA8,pDevelopELA8,pProfELA8,pDistELA8,pBeginMath8,pDevelopMath8,pProfMath8,pDistMath8,DevPlusELA8_Cnt,ProfPlusELA8_Cnt,pDevPlusELA8,pProfPlusELA8,DevPlusMath8_Cnt,ProfPlusMath8_Cnt,pDevPlusMath8,pProfPlusMath8,NTestedAlgebraI,Begin_CntAlgebraI,Develop_CntAlgebraI,Prof_CntAlgebraI,Dist_CntAlgebraI,pBeginAlgebraI,pDevelopAlgebraI,pProfAlgebraI,pDistAlgebraI,DevPlus_CntAlgebraI,ProfPlus_CntAlgebraI,pDevPlusAlgebraI,pProfPlusAlgebraI,NTestedAmLit,Begin_CntAmLit,Develop_CntAmLit,Prof_CntAmLit,Dist_CntAmLit,pBeginAmLit,pDevelopAmLit,pProfAmLit,pDistAmLit,DevPlus_CntAmLit,ProfPlus_CntAmLit,pDevPlusAmLit,pProfPlusAmLit,NTestedAnalGeometry,Begin_CntAnalGeometry,Develop_CntAnalGeometry,Prof_CntAnalGeometry,Dist_CntAnalGeometry,pBeginAnalGeometry,pDevelopAnalGeometry,pProfAnalGeometry,pDistAnalGeometry,DevPlus_CntAnalGeometry,ProfPlus_CntAnalGeometry,pDevPlusAnalGeometry,pProfPlusAnalGeometry,NTestedBiology,Begin_CntBiology,Develop_CntBiology,Prof_CntBiology,Dist_CntBiology,pBeginBiology,pDevelopBiology,pProfBiology,pDistBiology,DevPlus_CntBiology,ProfPlus_CntBiology,pDevPlusBiology,pProfPlusBiology,NTestedCoordAlgebra,Begin_CntCoordAlgebra,Develop_CntCoordAlgebra,Prof_CntCoordAlgebra,Dist_CntCoordAlgebra,pBeginCoordAlgebra,pDevelopCoordAlgebra,pProfCoordAlgebra,pDistCoordAlgebra,DevPlus_CntCoordAlgebra,ProfPlus_CntCoordAlgebra,pDevPlusCoordAlgebra,pProfPlusCoordAlgebra,NTestedEcon,Begin_CntEcon,Develop_CntEcon,Prof_CntEcon,Dist_CntEcon,pBeginEcon,pDevelopEcon,pProfEcon,pDistEcon,DevPlus_CntEcon,ProfPlus_CntEcon,pDevPlusEcon,pProfPlusEcon,NTestedGeometry,Begin_CntGeometry,Develop_CntGeometry,Prof_CntGeometry,Dist_CntGeometry,pBeginGeometry,pDevelopGeometry,pProfGeometry,pDistGeometry,DevPlus_CntGeometry,ProfPlus_CntGeometry,pDevPlusGeometry,pProfPlusGeometry,NTestedLit9,Begin_CntLit9,Develop_CntLit9,Prof_CntLit9,Dist_CntLit9,pBeginLit9,pDevelopLit9,pProfLit9,pDistLit9,DevPlus_CntLit9,ProfPlus_CntLit9,pDevPlusLit9,pProfPlusLit9,NTestedPhysSci,Begin_CntPhysSci,Develop_CntPhysSci,Prof_CntPhysSci,Dist_CntPhysSci,pBeginPhysSci,pDevelopPhysSci,pProfPhysSci,pDistPhysSci,DevPlus_CntPhysSci,ProfPlus_CntPhysSci,pDevPlusPhysSci,pProfPlusPhysSci,NTestedUSHistory,Begin_CntUSHistory,Develop_CntUSHistory,Prof_CntUSHistory,Dist_CntUSHistory,pBeginUSHistory,pDevelopUSHistory,pProfUSHistory,pDistUSHistory,DevPlus_CntUSHistory,ProfPlus_CntUSHistory,pDevPlusUSHistory,pProfPlusUSHistory,NDropout712,pNDropout712,GraduationRate,NUMBER_OF_GRADUATES,pHopeEligible,chENROLLMENTCnt,pchENROLLMENTCnt,chCCRPI,chpProfPlusELA3,chpProfPlusMath3,chpProfPlusELA5,chpProfPlusMath5,chpELA8,chpProfPlusMath8,chpProfPlusAlgebraI,chpProfPlusAmLit,chpProfPlusAnalGeometry,chpProfPlusBiology,chpProfPlusCoordAlgebra,chpProfPlusEcon,chpProfPlusGeometry,chpProfPlusLit9,chpProfPlusPhysSci,chpProfPlusUSHistory,GlobalID,created_user,created_date,last_edited_user,last_edited_date
-84.5137842399999,33.7629994330001,2220,7830410,KK-08,3712 Martin Luther King Jr Dr SW,Atlanta,GA,30331-3674,3712 Martin Luther King Jr Dr SW,Atlanta,30331-3674,"Fisher, Alisha", ,404.472.3003, ,-84.51378,33.762993,2019,2018-19,7830410,State Charter Schools II- Atlanta Heights Charter School,410,Atlanta Heights Charter School,Elementary School,759,0,0,95,4,0,0,0,93,9,1,0,,68,66,26,8,15,37,5,14,73,14,0,0,0,1461,4728,165,2667,159,548,0,953,632,5,11318,62,3,83,35,34,11,3,42,41,13,4,48,14,58,17,60,23,21,12,4,38,35,20,7,37,16,62,27,83,22,43,16,2,27,52,19,2,61,18,74,22,60,16,28,12,4,27,47,20,7,44,16,73,27,57,19,27,10,1,57,18,28,11,0,33,47,18,2,32,49,19,0,38,11,67,19,39,11,68,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2.7,3,1,-1,14,13,-6,13,,,,,,,,,,,{8631FC8B-97A3-41B5-A049-67F0250FAAE8},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.588541237,33.29658233,2221,7830610,KK-08,6675 Highway 16,Senoia,GA,30276-3345,6675 Highway 16,Senoia,30276-3345,"Dunn, Gene", ,770.599.0228, ,-84.588537,33.296576,2019,2018-19,7830610,State Charter Schools II- Coweta Charter Academy,610,Coweta Charter Academy,Elementary School,780,2,0,17,6,4,71,0,21,12,0,0,9,12,34,50,16,8,50,8,0,74,24,2,0,1290,794,4651,151,751,156,145,0,498,207,424,9068,88,3,100,3,21,42,34,3,21,42,34,97,76,97,76,106,8,27,49,22,8,26,46,21,98,71,93,67,100,6,11,46,37,6,11,46,37,94,83,94,83,106,13,31,43,19,12,29,41,18,93,62,88,59,27,5,15,7,0,41,7,17,12,5,19,56,26,0,17,42,29,12,22,7,82,26,34,17,83,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,9,5,0,0,64,36,14,14,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,-4.87,13,22,21,6,14,-24,-5,,,,,,,,10,,,{E8BEED61-D0CB-45C8-8C2A-1002F1184880},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-83.6622429459999,32.82488326,2222,7830611,KK-08,1870 Pio Nono Ave,Macon,GA,31204-6143,1870 Pio Nono Ave,Macon,31204-6143,"Johnson, Ashanti", ,478.250.1376, ,-83.662239,32.824877,2019,2018-19,7830611,State Charter Schools II- Cirrus Charter Academy,611,Cirrus Charter Academy,Elementary School,430,0,0,95,0,1,3,0,100,5,0,0,,63,55,35,9,17,24,6,38,46,4,4,8,0,554,2783,779,2837,0,144,0,698,0,240,8036,54,1,38,29,7,1,1,76,18,3,3,9,2,24,5,49,21,25,3,0,43,51,6,0,28,3,57,6,38,12,22,3,1,32,58,8,3,26,4,68,11,49,29,19,1,0,59,39,2,0,20,1,41,2,35,4,25,5,1,35,12,18,4,1,11,71,14,3,34,51,11,3,31,6,89,17,23,5,66,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{32C8FBFE-8F27-41D6-85E5-A66002DC3951},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.61705517,31.763022993,2223,7830612,PK-09,185 Pecan St,Shellman,GA,39886-2548,185 Pecan St,Shellman,39886-2548,"Almon, Ginger", ,229.679.5555, ,-84.617051,31.763017,2019,2018-19,7830612,State Charter Schools II- Southwest Georgia S.T.E.M. Charter Academy,612,Southwest Georgia S.T.E.M. Charter Academy,K12,331,0,0,21,6,4,69,0,68,11,0,0,,49,32,54,14,16,24,14,13,38,13,33,4,175,530,5589,6,785,0,7,1187,1834,38,952,11103,,,27,5,16,5,1,19,59,19,4,22,6,82,22,45,7,26,12,0,16,58,27,0,38,12,85,27,27,5,16,6,0,19,59,22,0,22,6,82,22,45,13,24,8,0,29,53,18,0,32,8,71,18,31,8,14,8,1,31,11,18,1,1,26,45,26,3,36,58,3,3,23,9,74,29,20,2,65,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{AB9F3937-83C1-46B0-B9D0-52F48687D0AC},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.2204901649999,33.940063481,2224,7830613,KK-08,186 Hunter St,Norcross,GA,30071,186 Hunter St,Norcross,30071,"Tolbert, Julie", ,770.538.1550, ,-84.220486,33.940057,2019,2018-19,7830613,State Charter Schools II- Brookhaven Innovation Academy,613,Brookhaven Innovation Academy,Elementary School,496,3,0,29,20,7,41,0,17,9,9,8,,8,66,30,4,15,26,6,0,85,12,4,0,518,0,4302,739,1694,0,135,0,1560,92,16,9057,78,3,64,13,22,18,11,20,34,28,17,51,29,80,45,49,5,14,25,5,10,29,51,10,44,30,90,61,63,11,24,22,6,18,38,35,10,52,28,83,44,49,7,19,15,8,14,39,31,16,42,23,86,47,39,3,9,24,3,39,5,17,11,6,8,23,62,8,13,44,28,15,36,27,92,69,34,17,87,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{E311EEEB-CA6E-4846-9430-EC3A5269D11C},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.4611922,33.2918483330001,2225,7830614,KK-08,119 Price Rd,Brooks,GA,30205-1812,119 Price Rd,Brooks,30205-1812,"Stewart, Mike", ,404.457.1554, ,-84.461188,33.291842,2019,2018-19,7830614,State Charter Schools II- Liberty Tech Charter Academy,614,Liberty Tech Charter Academy,Elementary School,416,2,0,25,8,5,60,0,17,10,0,0,15,12,46,45,10,13,28,10,0,64,32,4,0,0,315,7154,190,691,1,442,0,358,109,3,9264,81,3,46,9,12,19,6,20,26,41,13,37,25,80,54,48,7,12,18,11,15,25,38,23,41,29,85,60,46,2,19,18,7,4,41,39,15,44,25,96,54,48,7,21,13,7,15,44,27,15,41,20,86,42,45,2,13,18,12,45,9,18,14,3,4,29,40,27,20,40,31,7,43,30,96,67,35,17,78,38,18,0,8,7,3,0,44,39,17,18,10,100,56,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,37,,,,,,,,,,,,,,,,,,,,,,,{B6572652-195B-4EEB-84BD-B1C6ED135AD7},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.354663191,33.715930428,2226,7830615,KK-08,1049 Custer Avenue SE,Atlanta,GA,30316-3100,1049 Custer Avenue SE,Atlanta,30316-3100,"Samms, Gavin", ,404.944.8560, ,-84.354659,33.715924,2019,2018-19,7830615,State Charter Schools II- Genesis Innovation Academy for Boys,615,Genesis Innovation Academy for Boys,Elementary School,279,0,0,92,7,0,1,1,48,5,6,6,7,29,49,36,15,9,22,5,9,82,9,0,0,0,676,4838,14,692,433,125,0,1082,0,733,8594,77,3,30,11,11,6,2,37,37,20,7,19,8,63,27,32,8,13,10,1,25,41,31,3,24,11,75,34,30,6,11,11,2,20,37,37,7,24,13,80,43,32,8,14,6,4,25,44,19,13,24,10,75,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{E82272BB-6FD6-42EE-9A82-7177841DB347},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.3546581909999,33.7159224280001,2227,7830616,KK-08,1049 Custer Avenue SE,Atlanta,GA,30316-3100,1049 Custer Avenue SE,Atlanta,30316-3100,"Samms, Gavin",gasamms@giacademy.org,404.944.8560, ,-84.354654,33.715916,2019,2018-19,7830616,State Charter Schools II- Genesis Innovation Academy for Girls,616,Genesis Innovation Academy for Girls,Elementary School,276,0,0,97,2,0,1,0,53,3,2,2,4,31,58,35,7,13,22,7,9,64,27,0,0,0,171,5554,28,534,131,20,0,1187,0,721,8347,81,3,29,3,12,12,2,10,41,41,7,26,14,90,48,30,1,14,10,5,3,47,33,17,29,15,97,50,29,8,16,5,0,28,55,17,0,21,5,72,17,30,1,22,7,0,3,73,23,0,29,7,97,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{10615B2C-8F40-42FE-B34C-CCEBC5E3857D},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.444499215,33.675233416,2228,7830617,KK-08,1706 Washington Rd,East Point,GA,30344-4116,1706 Washington Rd,East Point,30344-4116,"Hines, Tori", ,404.382.8512, ,-84.444495,33.675227,2019,2018-19,7830617,State Charter Schools II- Resurgence Hall Charter School,617,Resurgence Hall Charter School,Elementary School,183,0,0,96,3,0,1,0,64,4,0,0,,38,60,34,6,9,11,5,0,100,0,0,0,0,1301,5726,1459,1205,105,22,0,856,0,43,10719,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{768D805A-C3CA-4F6E-A657-4BE08BF1EF02},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-82.166063546,33.553710472,2229,7830618,KK-08,4575 Blanchard Woods Dr,Evans,GA,30809-5903,4575 Blanchard Woods Dr,Evans,30809-5903,"Dunn, Gene",scarlettrollen@sailga.org.,762.585.1400, ,-82.16606,33.553704,2019,2018-19,7830618,State Charter Schools II- SAIL Charter Academy - School for Arts-Infused Learning,618,SAIL Charter Academy - School for Arts-Infused Learning,Elementary School,520,3,0,15,9,4,69,0,4,7,0,0,12,8,63,34,4,18,38,9,11,47,32,8,3,1608,141,5311,7,345,0,99,13,1275,1,33,8834,78,3,70,10,18,26,16,14,26,37,23,60,42,86,60,44,5,11,23,5,11,25,52,11,39,28,89,64,70,7,22,33,8,10,31,47,11,63,41,90,59,44,10,22,9,3,23,50,21,7,34,12,77,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{D91BB42F-45B9-497A-AEB3-8EFC1AA2C7BB},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.543274256,33.899578461,2230,7830619,KK-06,2144 S Cobb Dr SE,Smyrna,GA,30080-1348,2144 S Cobb Dr SE,Smyrna,30080-1348,"Brinker, Katrina", ,678.370.0980, ,-84.54327,33.899572,2019,2018-19,7830619,State Charter Schools II- International Academy of Smyrna,619,International Academy of Smyrna,Elementary School,497,2,1,71,20,4,2,0,68,5,17,12,8,31,59,33,9,14,35,5,23,60,14,3,0,0,0,4258,179,692,100,1,0,1755,148,2305,9437,61,2,77,20,28,20,9,26,36,26,12,57,29,74,38,55,11,23,17,4,20,42,31,7,44,21,80,38,77,19,30,25,3,25,39,33,4,58,28,75,36,55,12,28,13,2,22,51,24,4,43,15,78,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{6BDE6E6F-E85E-4CCD-8656-C2AD0976A78B},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.228254168,33.969310487,2231,7830620,KK-05,3705 Engineering Dr,Peachtree Corners,GA,30092-2878,3705 Engineering Dr,Peachtree Corners,30092-2878,"Ranzy, Tarao", ,770.604.0007, ,-84.22825,33.969304,2019,2018-19,7830620,State Charter Schools II- International Charter Academy of Georgia,620,International Charter Academy of Georgia,Elementary School,140,32,0,23,6,28,11,0,0,1,45,45,,9,69,27,5,27,13,10,8,54,31,8,0,1580,1386,5041,346,1506,0,284,0,1502,36,16,11696,79,4,13,1,2,6,4,8,15,46,31,12,10,92,77,6,,,,,,,,,,,,,13,2,4,7,0,15,31,54,0,11,7,85,54,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{67C8F4C3-B98A-47CD-A301-21890033CD77},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.4253952139999,33.746687432,2232,7830621,KK-04,1150 Westview Dr SW,Atlanta,GA,30310-1326,1150 Westview Dr SW,Atlanta,30310-1326,"Louizi, Gerda", ,470.819.4992, ,-84.425391,33.746681,2019,2018-19,7830621,State Charter Schools II- SLAM Academy of Atlanta,621,SLAM Academy of Atlanta,Elementary School,72,0,0,99,1,0,0,0,74,10,0,0,,65,56,36,9,17,8,16,0,50,13,13,25,222,597,9904,820,5687,0,0,0,3416,768,23,21437,56,4,18,6,9,3,0,33,50,17,0,12,3,67,17,,,,,,,,,,,,,,18,5,9,4,0,28,50,22,0,13,4,72,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{9306205A-737C-463A-95F5-CAC52D8F510A},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-83.728358971,32.9387222830001,2233,7830623,KK-12,5665 New Forsyth Rd,Macon,GA,31210-5770,5665 New Forsyth Rd,Macon,31210-5770,"Perkins, Laura Ileen", ,478.238.5757, ,-83.728355,32.938716,2019,2018-19,7830623,State Charter Schools II- Academy For Classical Education,623,Academy For Classical Education,K12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{FE16EB64-10BC-4902-AD40-E1B3F90721C9},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.532989109,30.929369809,2234,7830624,KK-06,2501 Vada Rd,Bainbridge,GA,39817-8232,2501 Vada Rd,Bainbridge,39817-8232,"Miller, Linda", ,229.354.4001, ,-84.532985,30.929364,2019,2018-19,7830624,State Charter Schools II- Spring Creek Charter Academy,624,Spring Creek Charter Academy,Elementary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{74B34674-D67E-4DF7-9D1D-9CDEB876F80E},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.416327208,33.691910421,2235,7830628,KK-03,2295 Springdale Cir SW,Atlanta,GA,30315-6107,2295 Springdale Cir SW,Atlanta,30315-6107,"Alexander III, Nash",emily.castilloleon@ethosclassical.org,478.615.8870, ,-84.416323,33.691904,2019,2018-19,7830628,State Charter Schools II- Ethos Classical Charter School,628,Ethos Classical Charter School,Elementary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{C13C3C42-0C45-4899-8BCE-8AFC43830CC4},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.1560930209999,31.3765149220001,2236,7830630,PK-12,260 E Walton St,Baconton,GA,31716-7706,260 E Walton St,Baconton,31716-7706,"Alexander III, Nash",lhpinson@bccsblazers.org,229.787.9999, ,-84.156089,31.376509,2019,2018-19,7830630,State Charter Schools II- Baconton Community Charter School,630,Baconton Community Charter School,K12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{47F42AB3-0A50-411D-B112-1FE4CF63E93B},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.164744012,31.112793862,2237,7840111,09-12,720 Barrow Ave SW,Pelham,GA,31779-5523,720 Barrow Ave SW,Pelham,31779-5523,"Harden, Clark", ,229.294.8623, ,-84.16474,31.112788,2019,2018-19,784,Pelham City,111,Pelham High School,High School,376,1,0,51,6,2,41,1,100,15,1,1,8,38,55,35,11,11,33,18,6,15,42,24,12,0,0,6679,77,232,147,7,0,1030,0,0,8173,82,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,28,46,28,5,26,43,26,5,79,33,74,31,106,23,36,41,6,22,34,39,6,83,47,78,44,105,32,35,31,7,31,33,30,7,73,38,70,36,64,17,35,12,0,27,55,19,0,47,12,74,19,96,22,26,44,4,23,27,46,4,74,48,77,50,1,,,,,,,,,,,,,92,7,39,38,8,8,42,41,9,85,46,92,50,26,4,11,8,3,15,42,31,12,22,11,85,42,81,23,41,16,1,28,51,20,1,58,17,72,21,17,4,82,79,35,-60,-13.76,3,,,,,,,,10,9,0,-20,36,,27,26,5,{08E8A098-53E2-4298-A26A-5EB7826E8C4B},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
